backend,eps,upsampfac,n_coils,shape,n_samples,dim,sense,task,run,run_time,mem_avg,mem_peak,cpu_avg,cpu_peak,gpu0_mem_GiB_avg,gpu0_mem_GiB_peak,gpu0_usage_avg,gpu0_usage_peak,coil_time,coil_mem
torchkbnufft-gpu,0.001,2.0,32,"(256, 256)",655296,2,False,grad,1,0.9758559700130718,1.9046871351159136,2.487579345703125,52.167391304347845,117.9,0.7112134850543478,0.87109375,30.630434782608692,49.0,0.030495499062908493,0.07773685455322266
torchkbnufft-gpu,0.001,2.0,1,"(256, 256)",655296,2,False,forward,11,0.0855426850030198,1.3424788082347197,1.87939453125,12.741176470588236,57.1,0.1371783088235294,0.1484375,6.0588235294117645,12.0,0.0855426850030198,1.87939453125
torchkbnufft-gpu,0.001,2.0,32,"(256, 256)",655296,2,False,grad,7,0.943137451002258,1.9105947428736196,2.44775390625,52.41379310344827,116.5,0.7442921605603449,0.87109375,32.0,56.0,0.029473045343820562,0.0764923095703125
torchkbnufft-gpu,0.001,2.0,1,"(256, 256)",655296,2,False,forward,0,2.0164637279958697,1.4769935607910156,1.6811180114746094,25.8,46.7,0.1005859375,0.1484375,0.0,0.0,2.0164637279958697,1.6811180114746094
torchkbnufft-gpu,0.001,2.0,1,"(256, 256)",655296,2,False,forward,1,1.7592539850011235,1.544015611921038,1.87939453125,30.942857142857143,57.1,0.12109375,0.1484375,1.0,4.0,1.7592539850011235,1.87939453125
torchkbnufft-gpu,0.001,2.0,1,"(256, 256)",655296,2,False,forward,2,0.0844369410042418,1.500749588012695,1.87939453125,27.075000000000003,57.1,0.12451171875,0.1484375,1.25,4.0,0.0844369410042418,1.87939453125
torchkbnufft-gpu,0.001,2.0,1,"(256, 256)",655296,2,False,forward,3,0.0844892739987699,1.467532263861762,1.87939453125,24.06666666666667,57.1,0.1271701388888889,0.1484375,2.0,8.0,0.0844892739987699,1.87939453125
torchkbnufft-gpu,0.001,2.0,1,"(256, 256)",655296,2,False,forward,4,0.0828113530005794,1.4409584045410155,1.87939453125,21.660000000000004,57.1,0.129296875,0.1484375,3.0,12.0,0.0828113530005794,1.87939453125
torchkbnufft-gpu,0.001,2.0,1,"(256, 256)",655296,2,False,forward,5,0.0852144700038479,1.4192161560058594,1.87939453125,19.69090909090909,57.1,0.1310369318181818,0.1484375,3.8181818181818175,12.0,0.0852144700038479,1.87939453125
torchkbnufft-gpu,0.001,2.0,1,"(256, 256)",655296,2,False,forward,6,0.0880023649951908,1.4010976155598958,1.87939453125,18.05,57.1,0.1324869791666666,0.1484375,4.333333333333333,12.0,0.0880023649951908,1.87939453125
torchkbnufft-gpu,0.001,2.0,1,"(256, 256)",655296,2,False,forward,7,0.0855741580016911,1.3857665428748498,1.87939453125,16.661538461538463,57.1,0.1337139423076923,0.1484375,4.769230769230769,12.0,0.0855741580016911,1.87939453125
torchkbnufft-gpu,0.001,2.0,1,"(256, 256)",655296,2,False,forward,8,0.0854682789940852,1.3726256234305243,1.87939453125,15.471428571428572,57.1,0.134765625,0.1484375,5.142857142857143,12.0,0.0854682789940852,1.87939453125
torchkbnufft-gpu,0.001,2.0,1,"(256, 256)",655296,2,False,forward,9,0.0854730810096953,1.361236826578776,1.87939453125,14.44,57.1,0.1356770833333333,0.1484375,5.533333333333333,12.0,0.0854730810096953,1.87939453125
torchkbnufft-gpu,0.001,2.0,1,"(256, 256)",655296,2,False,forward,10,0.0856632810027804,1.351271629333496,1.87939453125,13.5375,57.1,0.136474609375,0.1484375,5.8125,12.0,0.0856632810027804,1.87939453125
torchkbnufft-gpu,0.001,2.0,1,"(256, 256)",655296,2,False,forward,12,0.0854666710074525,1.3346629672580297,1.87939453125,12.033333333333337,57.1,0.1378038194444444,0.1484375,6.222222222222222,12.0,0.0854666710074525,1.87939453125
torchkbnufft-gpu,0.001,2.0,1,"(256, 256)",655296,2,False,adjoint,13,0.0865007990068988,1.3548545837402344,1.983325958251953,11.155882352941177,99.9,0.1514246323529411,0.16796875,7.117647058823529,12.0,0.0865007990068988,1.983325958251953
torchkbnufft-gpu,0.001,2.0,1,"(256, 256)",655296,2,False,adjoint,0,1.3094723130052444,1.38974126180013,1.983325958251953,18.061904761904763,99.9,0.1411830357142857,0.16796875,5.9523809523809526,12.0,1.3094723130052444,1.983325958251953
torchkbnufft-gpu,0.001,2.0,1,"(256, 256)",655296,2,False,adjoint,1,0.4926776220090687,1.385380484841087,1.983325958251953,17.240909090909096,99.9,0.1424005681818181,0.16796875,5.818181818181818,12.0,0.4926776220090687,1.983325958251953
torchkbnufft-gpu,0.001,2.0,1,"(256, 256)",655296,2,False,adjoint,2,0.0863803240063134,1.3816112020741338,1.983325958251953,16.49130434782609,99.9,0.1435122282608695,0.16796875,5.869565217391305,12.0,0.0863803240063134,1.983325958251953
torchkbnufft-gpu,0.001,2.0,1,"(256, 256)",655296,2,False,adjoint,3,0.0866640059975907,1.378156026204427,1.983325958251953,15.804166666666664,99.9,0.14453125,0.16796875,5.958333333333333,12.0,0.0866640059975907,1.983325958251953
torchkbnufft-gpu,0.001,2.0,1,"(256, 256)",655296,2,False,adjoint,4,0.086868484999286,1.3749870300292968,1.983325958251953,15.172,99.9,0.14546875,0.16796875,6.16,12.0,0.086868484999286,1.983325958251953
torchkbnufft-gpu,0.001,2.0,1,"(256, 256)",655296,2,False,adjoint,5,0.0866609210061142,1.3720618027907152,1.983325958251953,14.588461538461535,99.9,0.1463341346153846,0.16796875,6.346153846153846,12.0,0.0866609210061142,1.983325958251953
torchkbnufft-gpu,0.001,2.0,1,"(256, 256)",655296,2,False,adjoint,6,0.086848455001018,1.3693532590512876,1.983325958251953,14.048148148148146,99.9,0.1471354166666666,0.16796875,6.518518518518518,12.0,0.086848455001018,1.983325958251953
torchkbnufft-gpu,0.001,2.0,1,"(256, 256)",655296,2,False,adjoint,7,0.0867501769971568,1.3668381827218192,1.983325958251953,13.546428571428567,99.9,0.1478794642857142,0.16796875,6.642857142857143,12.0,0.0867501769971568,1.983325958251953
torchkbnufft-gpu,0.001,2.0,1,"(256, 256)",655296,2,False,adjoint,8,0.0868194970098557,1.3644965599323142,1.983325958251953,13.079310344827585,99.9,0.148572198275862,0.16796875,6.758620689655173,12.0,0.0868194970098557,1.983325958251953
torchkbnufft-gpu,0.001,2.0,1,"(256, 256)",655296,2,False,adjoint,9,0.086662759000319,1.362311045328776,1.983325958251953,12.643333333333333,99.9,0.14921875,0.16796875,6.866666666666666,12.0,0.086662759000319,1.983325958251953
torchkbnufft-gpu,0.001,2.0,1,"(256, 256)",655296,2,False,adjoint,10,0.0870904849871294,1.3602665316674016,1.983325958251953,12.23548387096774,99.9,0.1498235887096774,0.16796875,6.967741935483871,12.0,0.0870904849871294,1.983325958251953
torchkbnufft-gpu,0.001,2.0,1,"(256, 256)",655296,2,False,adjoint,11,0.0865786350041162,1.3583498001098633,1.983325958251953,11.853125,99.9,0.150390625,0.16796875,7.0,12.0,0.0865786350041162,1.983325958251953
torchkbnufft-gpu,0.001,2.0,32,"(256, 256)",655296,2,False,grad,6,0.9480418890016152,1.9087514877319336,2.44775390625,52.442857142857136,116.5,0.7397635323660714,0.87109375,31.607142857142858,56.0,0.029626309031300476,0.0764923095703125
torchkbnufft-gpu,0.001,2.0,32,"(256, 256)",655296,2,False,grad,5,0.946613977997913,1.9067762162950304,2.44775390625,52.44814814814816,116.5,0.7348994502314815,0.87109375,31.05555555555556,56.0,0.029581686812434782,0.0764923095703125
torchkbnufft-gpu,0.001,2.0,32,"(256, 256)",655296,2,False,grad,4,0.944137029000558,1.9046443058894231,2.4477500915527344,52.42115384615385,116.5,0.7296612079326923,0.87109375,30.384615384615383,56.0,0.029504282156267436,0.07649219036102295
torchkbnufft-gpu,0.001,2.0,32,"(256, 256)",655296,2,False,grad,3,0.9439252100128216,1.9023419189453128,2.4477500915527344,52.398,116.5,0.72400390625,0.87109375,29.86,56.0,0.029497662812900675,0.07649219036102295
torchkbnufft-gpu,0.001,2.0,1,"(256, 256)",655296,2,False,forward,1,0.8461082669964526,1.3346290588378906,1.867225646972656,31.133333333333336,93.4,0.1253255208333333,0.1484375,2.6666666666666665,4.0,0.8461082669964526,1.867225646972656
torchkbnufft-gpu,0.001,2.0,1,"(256, 256)",655296,2,False,forward,0,0.2873890640039462,0.9864387512207032,0.9864387512207032,0.0,0.0,0.0791015625,0.0791015625,0.0,0.0,0.2873890640039462,0.9864387512207032
torchkbnufft-gpu,0.001,2.0,32,"(256, 256)",655296,2,False,forward,0,0.7449234880041331,1.5848922729492188,2.016193389892578,44.2,88.4,0.39697265625,0.71484375,12.5,25.0,0.02327885900012916,0.06300604343414307
torchkbnufft-gpu,0.001,2.0,32,"(256, 256)",655296,2,False,forward,1,1.3061485409998568,1.774437713623047,2.1953201293945312,56.14000000000001,100.4,0.5876953125,0.71484375,19.0,26.0,0.040817141906245524,0.0686037540435791
torchkbnufft-gpu,0.001,2.0,32,"(256, 256)",655296,2,False,forward,2,0.5473579830140807,1.704266866048177,2.1953201293945312,46.78333333333334,100.4,0.60888671875,0.71484375,20.0,26.0,0.01710493696919002,0.0686037540435791
torchkbnufft-gpu,0.001,2.0,32,"(256, 256)",655296,2,False,forward,3,0.5471293279988458,1.7367825508117676,2.315105438232422,46.625,100.4,0.6353759765625,0.71484375,24.25,42.0,0.017097791499963932,0.07234704494476318
torchkbnufft-gpu,0.001,2.0,32,"(256, 256)",655296,2,False,forward,4,0.5456868059991393,1.7563091278076173,2.3152618408203125,46.47,100.4,0.65126953125,0.71484375,26.2,42.0,0.017052712687473104,0.07235193252563477
torchkbnufft-gpu,0.001,2.0,32,"(256, 256)",655296,2,False,forward,5,0.5524818970006891,1.7695728937784831,2.3182106018066406,46.11666666666667,100.4,0.661865234375,0.71484375,27.416666666666668,42.0,0.017265059281271533,0.07244408130645752
torchkbnufft-gpu,0.001,2.0,32,"(256, 256)",655296,2,False,forward,6,0.5473481279914267,1.7783851623535156,2.3182106018066406,45.96428571428572,100.4,0.66943359375,0.71484375,28.357142857142858,42.0,0.017104628999732086,0.07244408130645752
torchkbnufft-gpu,0.001,2.0,32,"(256, 256)",655296,2,False,forward,7,0.5483832030004123,1.7854223251342771,2.3182106018066406,46.06875,100.4,0.67510986328125,0.71484375,28.9375,42.0,0.017136975093762885,0.07244408130645752
torchkbnufft-gpu,0.001,2.0,32,"(256, 256)",655296,2,False,forward,8,0.5479117060021963,1.7908284929063585,2.3182106018066406,45.96666666666667,100.4,0.6795247395833334,0.71484375,29.38888888888889,42.0,0.017122240812568634,0.07244408130645752
torchkbnufft-gpu,0.001,2.0,32,"(256, 256)",655296,2,False,forward,9,0.5448983459937153,1.7951677322387696,2.3182106018066406,45.885,100.4,0.683056640625,0.71484375,29.75,42.0,0.017028073312303604,0.07244408130645752
torchkbnufft-gpu,0.001,2.0,32,"(256, 256)",655296,2,False,adjoint,0,1.2573185640067095,1.8206410615340525,2.3182106018066406,47.83478260869565,100.4,0.6872027853260869,0.71484375,29.82608695652174,42.0,0.03929120512520967,0.07244408130645752
torchkbnufft-gpu,0.001,2.0,32,"(256, 256)",655296,2,False,adjoint,1,0.9217687180062056,1.847664319551908,2.406684875488281,50.93076923076922,116.5,0.6903921274038461,0.71484375,28.07692307692308,42.0,0.028805272437693926,0.07520890235900878
torchkbnufft-gpu,0.001,2.0,32,"(256, 256)",655296,2,False,adjoint,2,0.5253940989932744,1.8337424949363423,2.406684875488281,49.04444444444444,116.5,0.6912977430555556,0.71484375,27.77777777777778,42.0,0.016418565593539824,0.07520890235900878
torchkbnufft-gpu,0.001,2.0,32,"(256, 256)",655296,2,False,adjoint,3,0.5278381719981553,1.8422641096443968,2.4379539489746094,49.54137931034482,116.5,0.6929216056034483,0.71484375,27.58620689655172,42.0,0.016494942874942353,0.07618606090545654
torchkbnufft-gpu,0.001,2.0,32,"(256, 256)",655296,2,False,adjoint,4,0.5272574389964575,1.8500013043803556,2.447723388671875,49.87419354838709,116.5,0.6943359375,0.71484375,27.41935483870968,42.0,0.016476794968639297,0.0764913558959961
torchkbnufft-gpu,0.001,2.0,32,"(256, 256)",655296,2,False,adjoint,5,0.5274912899913033,1.8568006573301368,2.447723388671875,50.17878787878788,116.5,0.6955788352272727,0.71484375,27.272727272727277,42.0,0.01648410281222823,0.0764913558959961
torchkbnufft-gpu,0.001,2.0,32,"(256, 256)",655296,2,False,adjoint,6,0.5279010550002567,1.862823268345424,2.447734832763672,50.425714285714285,116.5,0.6966796875,0.71484375,27.17142857142857,42.0,0.016496907968758023,0.07649171352386475
torchkbnufft-gpu,0.001,2.0,32,"(256, 256)",655296,2,False,adjoint,7,0.5284323669911828,1.868188290982633,2.447734832763672,50.64324324324325,116.5,0.6976615287162162,0.71484375,27.10810810810811,42.0,0.016513511468474462,0.07649171352386475
torchkbnufft-gpu,0.001,2.0,32,"(256, 256)",655296,2,False,adjoint,8,0.5276739360124338,1.8730093149038465,2.447738647460937,50.920512820512826,116.5,0.6985426682692307,0.71484375,27.05128205128205,42.0,0.016489810500388558,0.07649183273315428
torchkbnufft-gpu,0.001,2.0,32,"(256, 256)",655296,2,False,adjoint,9,0.5284569860086776,1.877359995027868,2.447738647460937,51.08536585365854,116.5,0.6993378429878049,0.71484375,27.02439024390244,42.0,0.016514280812771176,0.07649183273315428
torchkbnufft-gpu,0.001,2.0,32,"(256, 256)",655296,2,False,grad,0,0.9505877129995496,1.8941794308749111,2.447738647460937,52.47727272727273,116.5,0.7039462002840909,0.87109375,27.272727272727277,42.0,0.029705866031235924,0.07649183273315428
torchkbnufft-gpu,0.001,2.0,32,"(256, 256)",655296,2,False,grad,1,0.9463664000068092,1.8971367711606235,2.447738647460937,52.43695652173913,116.5,0.7112134850543478,0.87109375,28.0,45.0,0.029573950000212786,0.07649183273315428
torchkbnufft-gpu,0.001,2.0,32,"(256, 256)",655296,2,False,grad,2,0.9429686819930794,1.899847666422526,2.447738647460937,52.40625,116.5,0.7178751627604166,0.87109375,28.791666666666668,52.0,0.02946777131228373,0.07649183273315428
torchkbnufft-gpu,0.001,2.0,1,"(256, 256)",655296,2,False,adjoint,12,0.087186342003406,1.3565492341012666,1.983325958251953,11.493939393939392,99.9,0.1509232954545454,0.16796875,7.0606060606060606,12.0,0.087186342003406,1.983325958251953
torchkbnufft-gpu,0.001,2.0,1,"(256, 256)",655296,2,False,adjoint,14,0.0869455420033773,1.3532567705426897,1.983325958251953,10.837142857142856,99.9,0.1518973214285714,0.16796875,7.171428571428572,12.0,0.0869455420033773,1.983325958251953
torchkbnufft-gpu,0.001,2.0,1,"(256, 256)",655296,2,False,forward,3,0.0848888629989232,1.275476837158203,1.867225646972656,18.68,93.4,0.1345703125,0.1484375,4.4,8.0,0.0848888629989232,1.867225646972656
torchkbnufft-gpu,0.001,2.0,12,"(256, 256)",655296,2,False,adjoint,10,0.2419476520008174,1.3663225173950195,2.182079315185547,10.353571428571428,100.6,0.3418317522321428,0.3515625,19.857142857142858,27.0,0.020162304333401448,0.1818399429321289
torchkbnufft-gpu,0.001,2.0,12,"(256, 256)",655296,2,False,forward,12,0.2600758879998466,1.2819933210100447,1.9798736572265625,6.664285714285714,93.3,0.3321010044642857,0.3515625,20.5,27.0,0.021672990666653884,0.16498947143554688
torchkbnufft-gpu,0.001,2.0,12,"(256, 256)",655296,2,False,forward,13,0.2594417529908241,1.279871114095052,1.9798736572265625,6.22,93.3,0.3333984375,0.3515625,20.933333333333334,27.0,0.021620146082568677,0.16498947143554688
torchkbnufft-gpu,0.001,2.0,12,"(256, 256)",655296,2,False,adjoint,0,0.9807304749992908,1.325757868149701,2.089649200439453,11.13529411764706,96.0,0.3355353860294117,0.3515625,20.47058823529412,27.0,0.08172753958327424,0.17413743336995444
torchkbnufft-gpu,0.001,2.0,12,"(256, 256)",655296,2,False,adjoint,1,0.5506839449953986,1.326750225490994,2.089649200439453,10.516666666666667,96.0,0.33642578125,0.3515625,19.88888888888889,27.0,0.04589032874961655,0.17413743336995444
torchkbnufft-gpu,0.001,2.0,12,"(256, 256)",655296,2,False,adjoint,2,0.2418387609941419,1.3707143783569335,2.182079315185547,14.495,100.6,0.337939453125,0.3515625,19.6,27.0,0.02015323008284516,0.1818399429321289
