backend,eps,upsampfac,n_coils,shape,n_samples,dim,sense,task,run,run_time,mem_avg,mem_peak,cpu_avg,cpu_peak,gpu0_mem_GiB_avg,gpu0_mem_GiB_peak,gpu0_usage_avg,gpu0_usage_peak,coil_time,coil_mem
torchkbnufft-gpu,0.001,2.0,1,"(256, 256, 176)",6808935,3,False,forward,0,13.114924378111027,1.78366942632766,1.888099670410156,11.07142857142857,90.8,2.15234375,2.40625,3.619047619047619,47.0,13.114924378111027,1.888099670410156
torchkbnufft-gpu,0.001,2.0,1,"(256, 256, 176)",6808935,3,False,grad,3,1.2978818719275296,1.7515962774103335,2.293495178222656,47.13636363636363,101.3,2.699840198863636,2.953125,47.47727272727273,88.0,1.2978818719275296,2.293495178222656
torchkbnufft-gpu,0.001,2.0,1,"(256, 256, 176)",6808935,3,False,forward,5,0.6242456310428679,1.522686698219993,2.04080581665039,37.9,85.5,2.26953125,2.40625,39.45454545454545,57.0,0.6242456310428679,2.04080581665039
torchkbnufft-gpu,0.001,2.0,1,"(256, 256, 176)",6808935,3,False,forward,6,0.623557971091941,1.534907707801232,2.04092025756836,38.45384615384615,85.5,2.2905649038461537,2.40625,41.84615384615385,63.0,0.623557971091941,2.04092025756836
torchkbnufft-gpu,0.001,2.0,1,"(256, 256, 176)",6808935,3,False,forward,7,0.6237926980247721,1.5439656575520833,2.041465759277344,38.96,85.5,2.305989583333333,2.40625,43.333333333333336,63.0,0.6237926980247721,2.041465759277344
torchkbnufft-gpu,0.001,2.0,1,"(256, 256, 176)",6808935,3,False,adjoint,0,1.1638373739551753,1.5845548841688368,2.155994415283203,41.96666666666667,86.4,2.333984375,2.609375,42.0,63.0,1.1638373739551753,2.155994415283203
torchkbnufft-gpu,0.001,2.0,1,"(256, 256, 176)",6808935,3,False,adjoint,1,0.8998882420128211,1.6039194107055663,2.2782020568847656,41.86,86.4,2.3958984375,2.953125,42.05,63.0,0.8998882420128211,2.2782020568847656
torchkbnufft-gpu,0.001,2.0,1,"(256, 256, 176)",6808935,3,False,adjoint,2,0.6826249560108408,1.6203738125887783,2.2850341796875,41.83181818181818,86.4,2.446555397727273,2.953125,41.63636363636363,63.0,0.6826249560108408,2.2850341796875
torchkbnufft-gpu,0.001,2.0,1,"(256, 256, 176)",6808935,3,False,adjoint,3,0.6812836299650371,1.6341702143351238,2.286945343017578,41.87916666666666,86.4,2.48876953125,2.953125,41.708333333333336,63.0,0.6812836299650371,2.286945343017578
torchkbnufft-gpu,0.001,2.0,1,"(256, 256, 176)",6808935,3,False,adjoint,4,0.6874369410797954,1.646092781653771,2.291522979736328,42.03461538461538,87.8,2.5244891826923075,2.953125,42.15384615384615,63.0,0.6874369410797954,2.291522979736328
torchkbnufft-gpu,0.001,2.0,1,"(256, 256, 176)",6808935,3,False,adjoint,5,0.6816359759541228,1.6565098081316267,2.292736053466797,41.99999999999999,87.8,2.5551060267857144,2.953125,42.535714285714285,63.0,0.6816359759541228,2.292736053466797
